Machine_ID,Location_Type,Date,Product_ID,Product_Name,Category,Units_Sold,Current_Stock_Level,Stockout_Flag,Day_of_Week,Event_Flag,Lead_Time_Days
M001,Changi Airport,2025-02-04,P08,Milo,Malt,10,7,0,Tuesday,0,2
M001,Changi Airport,2025-02-28,P03,Sprite,Soda,6,14,0,Friday,0,1
M002,Orchard Road,2025-01-17,P12,Nestea Iced Tea,Tea,4,5,0,Friday,0,3
M004,Khoo Teck Puat Hospital,2025-02-24,P01,Coca-Cola,Soda,3,1,0,Monday,0,1
M002,Orchard Road,2025-02-02,P11,A&W Root Beer,Soda,6,0,0,Sunday,0,2
M002,Orchard Road,2025-01-25,P10,Green Tea,Tea,7,4,0,Saturday,0,1
M005,East Coast Park,2025-02-08,P15,Lipton Iced Tea,Tea,4,12,1,Saturday,0,1
M005,East Coast Park,2025-02-09,P14,Nestle Teh Tarik,Tea,3,12,0,Sunday,0,3
M005,East Coast Park,2025-01-20,P03,Sprite,Soda,3,14,0,Monday,0,1
M003,Singapore Management University,2025-02-28,P07,Yeo’s Grass Jelly,Herbal,9,0,0,Friday,0,3
M002,Orchard Road,2025-01-04,P14,Nestle Teh Tarik,Tea,9,9,1,Saturday,0,2
M001,Changi Airport,2025-01-19,P09,Fuze Tea,Tea,5,7,0,Sunday,0,2
M004,Khoo Teck Puat Hospital,2025-02-13,P05,100Plus,Isotonic,0,6,0,Thursday,0,3
M004,Khoo Teck Puat Hospital,2025-01-14,P07,Yeo’s Grass Jelly,Herbal,0,7,0,Tuesday,0,1
M005,East Coast Park,2025-02-14,P15,Lipton Iced Tea,Tea,4,0,0,Friday,0,1
M004,Khoo Teck Puat Hospital,2025-02-28,P03,Sprite,Soda,3,1,0,Friday,0,1
M003,Singapore Management University,2025-02-06,P07,Yeo’s Grass Jelly,Herbal,2,7,1,Thursday,0,1
M002,Orchard Road,2025-02-22,P05,100Plus,Isotonic,7,8,0,Saturday,1,2
M002,Orchard Road,2025-02-05,P15,Lipton Iced Tea,Tea,4,9,0,Wednesday,0,2
M001,Changi Airport,2025-01-07,P01,Coca-Cola,Soda,9,8,0,Tuesday,0,2
M005,East Coast Park,2025-02-14,P15,Lipton Iced Tea,Tea,3,0,0,Friday,0,3
M005,East Coast Park,2025-02-05,P02,Pepsi,Soda,1,8,1,Wednesday,0,3
M003,Singapore Management University,2025-02-14,P01,Coca-Cola,Soda,4,3,1,Friday,0,1
M001,Changi Airport,2025-01-29,P05,100Plus,Isotonic,5,8,0,Wednesday,0,3
M005,East Coast Park,2025-01-16,P03,Sprite,Soda,2,2,0,Thursday,0,2
M002,Orchard Road,2025-01-06,P11,A&W Root Beer,Soda,6,13,0,Monday,0,1
M001,Changi Airport,2025-02-28,P01,Coca-Cola,Soda,12,8,1,Friday,0,2
M002,Orchard Road,2025-01-04,P01,Coca-Cola,Soda,7,14,0,Saturday,0,1
M004,Khoo Teck Puat Hospital,2025-01-21,P06,Pokka Soursop,Juice,2,11,0,Tuesday,0,3
M003,Singapore Management University,2025-02-17,P11,A&W Root Beer,Soda,6,6,1,Monday,0,1
M001,Changi Airport,2025-02-21,P11,A&W Root Beer,Soda,9,0,1,Friday,0,1
M005,East Coast Park,2025-01-13,P11,A&W Root Beer,Soda,5,8,0,Monday,1,2
M002,Orchard Road,2025-02-11,P08,Milo,Malt,11,2,0,Tuesday,0,3
M004,Khoo Teck Puat Hospital,2025-01-03,P04,Fanta,Soda,4,14,0,Friday,0,3
M002,Orchard Road,2025-02-12,P15,Lipton Iced Tea,Tea,10,13,0,Wednesday,0,2
M005,East Coast Park,2025-02-24,P11,A&W Root Beer,Soda,3,12,0,Monday,0,1
M002,Orchard Road,2025-02-07,P09,Fuze Tea,Tea,4,7,0,Friday,0,2
M003,Singapore Management University,2025-02-19,P14,Nestle Teh Tarik,Tea,4,1,0,Wednesday,0,1
M004,Khoo Teck Puat Hospital,2025-02-03,P08,Milo,Malt,2,1,0,Monday,0,2
M001,Changi Airport,2025-02-20,P03,Sprite,Soda,10,10,0,Thursday,0,3
M002,Orchard Road,2025-02-05,P07,Yeo’s Grass Jelly,Herbal,4,9,0,Wednesday,0,1
M001,Changi Airport,2025-02-09,P04,Fanta,Soda,6,8,1,Sunday,0,1
M001,Changi Airport,2025-02-01,P10,Green Tea,Tea,10,9,1,Saturday,0,1
M002,Orchard Road,2025-02-26,P14,Nestle Teh Tarik,Tea,6,11,0,Wednesday,0,3
M002,Orchard Road,2025-01-12,P05,100Plus,Isotonic,7,10,1,Sunday,0,3
M001,Changi Airport,2025-02-25,P13,Chrysanthemum Tea,Herbal,7,11,0,Tuesday,0,1
M005,East Coast Park,2025-01-05,P06,Pokka Soursop,Juice,3,12,0,Sunday,0,2
M004,Khoo Teck Puat Hospital,2025-02-01,P09,Fuze Tea,Tea,4,5,0,Saturday,0,3
M005,East Coast Park,2025-02-26,P13,Chrysanthemum Tea,Herbal,3,10,0,Wednesday,0,3
M005,East Coast Park,2025-02-13,P02,Pepsi,Soda,3,0,0,Thursday,0,2
M002,Orchard Road,2025-02-01,P13,Chrysanthemum Tea,Herbal,5,2,0,Saturday,0,3
M004,Khoo Teck Puat Hospital,2025-02-04,P10,Green Tea,Tea,0,13,1,Tuesday,0,3
M004,Khoo Teck Puat Hospital,2025-01-25,P12,Nestea Iced Tea,Tea,0,0,0,Saturday,1,3
M004,Khoo Teck Puat Hospital,2025-01-04,P12,Nestea Iced Tea,Tea,5,1,0,Saturday,0,1
M005,East Coast Park,2025-01-24,P03,Sprite,Soda,2,9,0,Friday,0,2
M002,Orchard Road,2025-01-31,P10,Green Tea,Tea,7,1,0,Friday,0,2
M002,Orchard Road,2025-01-15,P07,Yeo’s Grass Jelly,Herbal,6,8,0,Wednesday,0,2
M002,Orchard Road,2025-02-10,P14,Nestle Teh Tarik,Tea,5,10,0,Monday,0,3
M001,Changi Airport,2025-02-11,P07,Yeo’s Grass Jelly,Herbal,8,3,0,Tuesday,0,3
M002,Orchard Road,2025-01-26,P13,Chrysanthemum Tea,Herbal,6,10,0,Sunday,0,1
M005,East Coast Park,2025-01-21,P10,Green Tea,Tea,4,0,0,Tuesday,0,2
M004,Khoo Teck Puat Hospital,2025-02-16,P01,Coca-Cola,Soda,2,5,0,Sunday,0,2
M004,Khoo Teck Puat Hospital,2025-01-06,P12,Nestea Iced Tea,Tea,4,3,0,Monday,0,2
M001,Changi Airport,2025-02-16,P09,Fuze Tea,Tea,6,4,1,Sunday,0,2
M001,Changi Airport,2025-02-20,P06,Pokka Soursop,Juice,8,0,0,Thursday,0,3
M005,East Coast Park,2025-01-11,P08,Milo,Malt,2,3,1,Saturday,0,1
M003,Singapore Management University,2025-02-11,P14,Nestle Teh Tarik,Tea,5,3,0,Tuesday,0,1
M003,Singapore Management University,2025-02-07,P10,Green Tea,Tea,7,3,0,Friday,0,1
M005,East Coast Park,2025-01-23,P06,Pokka Soursop,Juice,1,7,0,Thursday,0,2
M001,Changi Airport,2025-01-13,P07,Yeo’s Grass Jelly,Herbal,6,5,0,Monday,0,2
M004,Khoo Teck Puat Hospital,2025-01-26,P09,Fuze Tea,Tea,5,11,0,Sunday,0,3
M005,East Coast Park,2025-02-26,P04,Fanta,Soda,3,5,0,Wednesday,0,3
M002,Orchard Road,2025-02-14,P01,Coca-Cola,Soda,4,10,0,Friday,0,1
M001,Changi Airport,2025-01-18,P15,Lipton Iced Tea,Tea,7,14,0,Saturday,0,3
M003,Singapore Management University,2025-02-27,P07,Yeo’s Grass Jelly,Herbal,8,4,0,Thursday,0,2
M002,Orchard Road,2025-01-06,P10,Green Tea,Tea,8,14,0,Monday,0,1
M003,Singapore Management University,2025-01-11,P10,Green Tea,Tea,6,13,0,Saturday,0,3
M005,East Coast Park,2025-01-21,P11,A&W Root Beer,Soda,3,0,1,Tuesday,0,3
M002,Orchard Road,2025-01-09,P09,Fuze Tea,Tea,4,14,0,Thursday,0,1
M001,Changi Airport,2025-02-01,P15,Lipton Iced Tea,Tea,8,10,0,Saturday,0,2
M005,East Coast Park,2025-02-19,P15,Lipton Iced Tea,Tea,2,6,0,Wednesday,0,3
M002,Orchard Road,2025-01-23,P08,Milo,Malt,4,6,1,Thursday,0,3
M005,East Coast Park,2025-02-18,P10,Green Tea,Tea,1,4,0,Tuesday,0,3
M004,Khoo Teck Puat Hospital,2025-02-20,P15,Lipton Iced Tea,Tea,3,3,0,Thursday,1,3
M003,Singapore Management University,2025-01-06,P15,Lipton Iced Tea,Tea,6,13,0,Monday,1,2
M001,Changi Airport,2025-02-28,P09,Fuze Tea,Tea,8,8,0,Friday,0,2
M005,East Coast Park,2025-01-16,P10,Green Tea,Tea,3,7,0,Thursday,0,3
M001,Changi Airport,2025-01-18,P08,Milo,Malt,5,1,0,Saturday,0,3
M004,Khoo Teck Puat Hospital,2025-01-17,P10,Green Tea,Tea,4,13,1,Friday,0,3
M002,Orchard Road,2025-02-11,P02,Pepsi,Soda,6,0,0,Tuesday,0,2
M003,Singapore Management University,2025-02-15,P05,100Plus,Isotonic,7,4,0,Saturday,0,2
M004,Khoo Teck Puat Hospital,2025-02-04,P04,Fanta,Soda,6,9,1,Tuesday,0,1
M001,Changi Airport,2025-01-30,P13,Chrysanthemum Tea,Herbal,9,4,1,Thursday,0,3
M002,Orchard Road,2025-01-18,P12,Nestea Iced Tea,Tea,4,7,1,Saturday,0,3
M003,Singapore Management University,2025-01-04,P12,Nestea Iced Tea,Tea,5,9,0,Saturday,0,3
M005,East Coast Park,2025-01-22,P11,A&W Root Beer,Soda,2,5,1,Wednesday,0,3
M004,Khoo Teck Puat Hospital,2025-02-27,P11,A&W Root Beer,Soda,2,12,0,Thursday,0,3
M003,Singapore Management University,2025-01-31,P10,Green Tea,Tea,3,0,1,Friday,0,1
M002,Orchard Road,2025-02-27,P05,100Plus,Isotonic,5,10,0,Thursday,0,2
M003,Singapore Management University,2025-01-01,P15,Lipton Iced Tea,Tea,4,14,1,Wednesday,0,2
M004,Khoo Teck Puat Hospital,2025-01-22,P12,Nestea Iced Tea,Tea,5,13,0,Wednesday,0,3
M004,Khoo Teck Puat Hospital,2025-01-01,P12,Nestea Iced Tea,Tea,5,8,0,Wednesday,0,1
M002,Orchard Road,2025-02-28,P09,Fuze Tea,Tea,5,5,0,Friday,0,3
M004,Khoo Teck Puat Hospital,2025-02-06,P08,Milo,Malt,2,8,0,Thursday,0,3
M004,Khoo Teck Puat Hospital,2025-01-06,P01,Coca-Cola,Soda,3,2,0,Monday,0,2
M004,Khoo Teck Puat Hospital,2025-02-24,P06,Pokka Soursop,Juice,5,3,0,Monday,0,1
M005,East Coast Park,2025-01-03,P01,Coca-Cola,Soda,3,13,0,Friday,0,1
M004,Khoo Teck Puat Hospital,2025-01-08,P02,Pepsi,Soda,2,11,0,Wednesday,0,2
M002,Orchard Road,2025-01-24,P14,Nestle Teh Tarik,Tea,8,3,0,Friday,0,3
M002,Orchard Road,2025-02-28,P11,A&W Root Beer,Soda,9,10,0,Friday,0,2
M003,Singapore Management University,2025-02-17,P05,100Plus,Isotonic,5,13,0,Monday,1,3
M005,East Coast Park,2025-01-23,P10,Green Tea,Tea,2,14,0,Thursday,1,3
M001,Changi Airport,2025-01-21,P10,Green Tea,Tea,5,13,0,Tuesday,0,3
M004,Khoo Teck Puat Hospital,2025-01-11,P06,Pokka Soursop,Juice,1,3,0,Saturday,1,1
M002,Orchard Road,2025-02-13,P08,Milo,Malt,6,11,1,Thursday,0,2
M003,Singapore Management University,2025-02-16,P08,Milo,Malt,4,7,0,Sunday,0,1
M005,East Coast Park,2025-02-24,P03,Sprite,Soda,5,10,0,Monday,0,3
M004,Khoo Teck Puat Hospital,2025-01-13,P11,A&W Root Beer,Soda,5,9,0,Monday,0,3
M002,Orchard Road,2025-01-07,P14,Nestle Teh Tarik,Tea,8,14,0,Tuesday,0,3
M001,Changi Airport,2025-02-11,P10,Green Tea,Tea,12,13,0,Tuesday,0,3
M002,Orchard Road,2025-01-05,P12,Nestea Iced Tea,Tea,8,13,0,Sunday,0,1
M005,East Coast Park,2025-02-11,P08,Milo,Malt,2,7,0,Tuesday,0,2
M003,Singapore Management University,2025-02-03,P03,Sprite,Soda,6,10,0,Monday,0,3
M001,Changi Airport,2025-02-07,P07,Yeo’s Grass Jelly,Herbal,8,5,1,Friday,0,2
M002,Orchard Road,2025-02-02,P11,A&W Root Beer,Soda,7,8,0,Sunday,1,2
M001,Changi Airport,2025-02-06,P08,Milo,Malt,8,5,0,Thursday,0,1
M001,Changi Airport,2025-01-06,P04,Fanta,Soda,6,1,0,Monday,0,1
M001,Changi Airport,2025-02-24,P06,Pokka Soursop,Juice,10,4,0,Monday,0,3
M003,Singapore Management University,2025-02-05,P03,Sprite,Soda,5,2,0,Wednesday,0,1
M003,Singapore Management University,2025-01-23,P14,Nestle Teh Tarik,Tea,6,0,0,Thursday,0,2
M001,Changi Airport,2025-02-08,P04,Fanta,Soda,5,8,0,Saturday,0,2
M005,East Coast Park,2025-01-16,P01,Coca-Cola,Soda,2,3,0,Thursday,0,3
M003,Singapore Management University,2025-02-20,P01,Coca-Cola,Soda,5,2,0,Thursday,0,1
M001,Changi Airport,2025-02-25,P11,A&W Root Beer,Soda,4,8,0,Tuesday,0,2
M005,East Coast Park,2025-02-04,P02,Pepsi,Soda,3,3,0,Tuesday,0,2
M003,Singapore Management University,2025-01-04,P12,Nestea Iced Tea,Tea,9,10,1,Saturday,1,1
M001,Changi Airport,2025-01-16,P08,Milo,Malt,7,12,0,Thursday,0,3
M002,Orchard Road,2025-01-21,P10,Green Tea,Tea,12,3,0,Tuesday,0,3
M003,Singapore Management University,2025-02-12,P09,Fuze Tea,Tea,6,1,1,Wednesday,0,3
M002,Orchard Road,2025-01-24,P13,Chrysanthemum Tea,Herbal,9,14,0,Friday,0,1
M001,Changi Airport,2025-01-18,P02,Pepsi,Soda,7,11,0,Saturday,0,2
M002,Orchard Road,2025-02-03,P05,100Plus,Isotonic,7,3,0,Monday,0,2
M001,Changi Airport,2025-01-04,P03,Sprite,Soda,7,14,0,Saturday,0,3
M001,Changi Airport,2025-01-15,P05,100Plus,Isotonic,5,11,0,Wednesday,0,2
M001,Changi Airport,2025-02-23,P10,Green Tea,Tea,8,1,1,Sunday,0,1
M001,Changi Airport,2025-01-14,P15,Lipton Iced Tea,Tea,11,0,0,Tuesday,0,2
M004,Khoo Teck Puat Hospital,2025-01-30,P09,Fuze Tea,Tea,0,1,0,Thursday,0,3
M003,Singapore Management University,2025-02-17,P01,Coca-Cola,Soda,3,8,1,Monday,0,2
M001,Changi Airport,2025-02-20,P13,Chrysanthemum Tea,Herbal,10,5,0,Thursday,0,2
M005,East Coast Park,2025-01-31,P06,Pokka Soursop,Juice,2,11,0,Friday,0,1
M005,East Coast Park,2025-02-13,P03,Sprite,Soda,4,10,0,Thursday,0,1
M002,Orchard Road,2025-01-13,P02,Pepsi,Soda,6,6,1,Monday,0,3
M001,Changi Airport,2025-02-23,P13,Chrysanthemum Tea,Herbal,10,1,0,Sunday,0,1
M005,East Coast Park,2025-02-28,P03,Sprite,Soda,3,10,0,Friday,0,1
M005,East Coast Park,2025-01-23,P05,100Plus,Isotonic,4,14,0,Thursday,0,2
M005,East Coast Park,2025-02-09,P04,Fanta,Soda,4,1,0,Sunday,0,1
M002,Orchard Road,2025-02-22,P14,Nestle Teh Tarik,Tea,5,1,0,Saturday,0,1
M004,Khoo Teck Puat Hospital,2025-01-10,P05,100Plus,Isotonic,3,13,0,Friday,0,3
M002,Orchard Road,2025-01-17,P13,Chrysanthemum Tea,Herbal,5,1,0,Friday,0,3
M001,Changi Airport,2025-01-29,P11,A&W Root Beer,Soda,6,12,0,Wednesday,0,2
M002,Orchard Road,2025-01-29,P08,Milo,Malt,7,6,0,Wednesday,1,2
M003,Singapore Management University,2025-01-17,P04,Fanta,Soda,6,11,0,Friday,0,1
M003,Singapore Management University,2025-01-03,P10,Green Tea,Tea,6,1,1,Friday,0,2
M005,East Coast Park,2025-01-06,P06,Pokka Soursop,Juice,5,2,0,Monday,0,3
M001,Changi Airport,2025-01-14,P11,A&W Root Beer,Soda,8,4,0,Tuesday,0,2
M004,Khoo Teck Puat Hospital,2025-01-08,P06,Pokka Soursop,Juice,3,13,0,Wednesday,0,1
M003,Singapore Management University,2025-01-09,P08,Milo,Malt,6,11,0,Thursday,0,2
M002,Orchard Road,2025-01-03,P06,Pokka Soursop,Juice,7,11,0,Friday,0,1
M001,Changi Airport,2025-01-16,P07,Yeo’s Grass Jelly,Herbal,8,0,1,Thursday,0,1
M002,Orchard Road,2025-01-25,P12,Nestea Iced Tea,Tea,6,5,1,Saturday,1,2
M001,Changi Airport,2025-01-24,P10,Green Tea,Tea,4,10,0,Friday,0,1
M004,Khoo Teck Puat Hospital,2025-01-19,P02,Pepsi,Soda,4,2,0,Sunday,0,2
M001,Changi Airport,2025-01-15,P02,Pepsi,Soda,10,14,0,Wednesday,0,1
M001,Changi Airport,2025-02-12,P14,Nestle Teh Tarik,Tea,6,6,0,Wednesday,0,2
M004,Khoo Teck Puat Hospital,2025-01-05,P09,Fuze Tea,Tea,2,14,0,Sunday,0,3
M002,Orchard Road,2025-01-08,P04,Fanta,Soda,9,12,0,Wednesday,0,3
M002,Orchard Road,2025-02-14,P05,100Plus,Isotonic,7,8,0,Friday,0,3
M005,East Coast Park,2025-01-29,P10,Green Tea,Tea,3,10,0,Wednesday,0,2
M005,East Coast Park,2025-01-18,P13,Chrysanthemum Tea,Herbal,3,5,0,Saturday,0,3
M002,Orchard Road,2025-02-24,P04,Fanta,Soda,8,10,1,Monday,0,3
M002,Orchard Road,2025-02-07,P14,Nestle Teh Tarik,Tea,6,0,0,Friday,0,3
M004,Khoo Teck Puat Hospital,2025-02-03,P12,Nestea Iced Tea,Tea,2,4,0,Monday,0,2
M002,Orchard Road,2025-01-04,P08,Milo,Malt,5,11,0,Saturday,0,3
M001,Changi Airport,2025-02-17,P03,Sprite,Soda,8,6,1,Monday,0,3
M001,Changi Airport,2025-01-15,P05,100Plus,Isotonic,7,11,0,Wednesday,0,3
M005,East Coast Park,2025-02-28,P07,Yeo’s Grass Jelly,Herbal,3,2,0,Friday,0,2
M003,Singapore Management University,2025-02-13,P14,Nestle Teh Tarik,Tea,8,4,0,Thursday,0,2
M005,East Coast Park,2025-01-24,P13,Chrysanthemum Tea,Herbal,0,10,0,Friday,0,2
M001,Changi Airport,2025-02-03,P07,Yeo’s Grass Jelly,Herbal,7,4,0,Monday,0,3
M002,Orchard Road,2025-02-14,P02,Pepsi,Soda,12,4,0,Friday,0,2
M004,Khoo Teck Puat Hospital,2025-01-23,P05,100Plus,Isotonic,1,14,0,Thursday,0,2
M004,Khoo Teck Puat Hospital,2025-02-02,P15,Lipton Iced Tea,Tea,4,1,1,Sunday,0,1
M003,Singapore Management University,2025-01-14,P12,Nestea Iced Tea,Tea,9,0,1,Tuesday,0,2
M004,Khoo Teck Puat Hospital,2025-01-10,P15,Lipton Iced Tea,Tea,5,5,0,Friday,0,2
M001,Changi Airport,2025-02-23,P10,Green Tea,Tea,9,1,1,Sunday,0,1
M002,Orchard Road,2025-02-16,P10,Green Tea,Tea,1,8,0,Sunday,0,1
M002,Orchard Road,2025-01-22,P13,Chrysanthemum Tea,Herbal,8,7,0,Wednesday,0,1
M005,East Coast Park,2025-02-27,P08,Milo,Malt,3,5,0,Thursday,0,1
M001,Changi Airport,2025-01-01,P10,Green Tea,Tea,6,11,0,Wednesday,0,2
M004,Khoo Teck Puat Hospital,2025-02-15,P12,Nestea Iced Tea,Tea,0,12,0,Saturday,1,3
M004,Khoo Teck Puat Hospital,2025-02-25,P04,Fanta,Soda,3,13,1,Tuesday,0,3
M004,Khoo Teck Puat Hospital,2025-02-26,P13,Chrysanthemum Tea,Herbal,4,12,0,Wednesday,0,1
M004,Khoo Teck Puat Hospital,2025-02-04,P06,Pokka Soursop,Juice,4,11,0,Tuesday,0,2
M005,East Coast Park,2025-01-10,P07,Yeo’s Grass Jelly,Herbal,4,3,0,Friday,0,1
M003,Singapore Management University,2025-02-26,P06,Pokka Soursop,Juice,7,2,1,Wednesday,0,2
M002,Orchard Road,2025-02-26,P12,Nestea Iced Tea,Tea,5,1,0,Wednesday,0,1
M004,Khoo Teck Puat Hospital,2025-01-31,P13,Chrysanthemum Tea,Herbal,2,3,0,Friday,0,3
M002,Orchard Road,2025-01-20,P07,Yeo’s Grass Jelly,Herbal,2,10,0,Monday,0,2
M002,Orchard Road,2025-01-30,P02,Pepsi,Soda,6,14,0,Thursday,0,1
M004,Khoo Teck Puat Hospital,2025-01-29,P04,Fanta,Soda,4,2,0,Wednesday,0,3
M005,East Coast Park,2025-01-16,P10,Green Tea,Tea,2,13,0,Thursday,0,3
M001,Changi Airport,2025-02-06,P15,Lipton Iced Tea,Tea,11,12,0,Thursday,0,2
M004,Khoo Teck Puat Hospital,2025-02-04,P11,A&W Root Beer,Soda,4,11,0,Tuesday,0,1
M003,Singapore Management University,2025-01-21,P02,Pepsi,Soda,4,7,0,Tuesday,0,2
M004,Khoo Teck Puat Hospital,2025-01-27,P02,Pepsi,Soda,1,13,0,Monday,0,2
M002,Orchard Road,2025-01-19,P07,Yeo’s Grass Jelly,Herbal,4,14,0,Sunday,1,3
M003,Singapore Management University,2025-02-06,P09,Fuze Tea,Tea,6,0,1,Thursday,0,2
M005,East Coast Park,2025-01-13,P05,100Plus,Isotonic,1,1,0,Monday,0,3
M004,Khoo Teck Puat Hospital,2025-01-26,P08,Milo,Malt,2,5,0,Sunday,1,3
M001,Changi Airport,2025-01-08,P11,A&W Root Beer,Soda,6,7,0,Wednesday,0,3
M002,Orchard Road,2025-01-05,P02,Pepsi,Soda,4,12,0,Sunday,0,2
M002,Orchard Road,2025-01-25,P05,100Plus,Isotonic,5,12,0,Saturday,0,3
M005,East Coast Park,2025-01-01,P06,Pokka Soursop,Juice,2,0,0,Wednesday,0,1
M001,Changi Airport,2025-02-15,P01,Coca-Cola,Soda,7,2,0,Saturday,0,1
M002,Orchard Road,2025-02-07,P10,Green Tea,Tea,9,13,0,Friday,0,2
M002,Orchard Road,2025-01-11,P06,Pokka Soursop,Juice,9,12,0,Saturday,0,3
M003,Singapore Management University,2025-01-16,P03,Sprite,Soda,5,6,0,Thursday,0,2
M002,Orchard Road,2025-02-19,P04,Fanta,Soda,5,13,0,Wednesday,0,2
M003,Singapore Management University,2025-01-30,P08,Milo,Malt,5,4,0,Thursday,0,3
M002,Orchard Road,2025-02-27,P13,Chrysanthemum Tea,Herbal,5,9,0,Thursday,0,1
M004,Khoo Teck Puat Hospital,2025-01-15,P15,Lipton Iced Tea,Tea,3,11,0,Wednesday,0,1
M003,Singapore Management University,2025-02-16,P08,Milo,Malt,5,10,0,Sunday,0,3
M001,Changi Airport,2025-02-21,P09,Fuze Tea,Tea,6,1,0,Friday,0,3
M005,East Coast Park,2025-01-15,P12,Nestea Iced Tea,Tea,2,7,0,Wednesday,0,2
M003,Singapore Management University,2025-01-20,P15,Lipton Iced Tea,Tea,4,10,0,Monday,1,2
M002,Orchard Road,2025-01-14,P05,100Plus,Isotonic,7,4,0,Tuesday,0,3
M002,Orchard Road,2025-02-01,P04,Fanta,Soda,6,13,0,Saturday,0,1
M002,Orchard Road,2025-01-15,P01,Coca-Cola,Soda,3,10,0,Wednesday,0,3
M001,Changi Airport,2025-02-07,P11,A&W Root Beer,Soda,9,4,0,Friday,0,3
M004,Khoo Teck Puat Hospital,2025-01-02,P04,Fanta,Soda,3,11,0,Thursday,0,1
M005,East Coast Park,2025-01-10,P13,Chrysanthemum Tea,Herbal,4,10,0,Friday,0,2
M001,Changi Airport,2025-02-09,P10,Green Tea,Tea,3,7,0,Sunday,0,1
M004,Khoo Teck Puat Hospital,2025-01-16,P02,Pepsi,Soda,3,5,0,Thursday,0,3
M001,Changi Airport,2025-02-11,P02,Pepsi,Soda,9,5,0,Tuesday,0,1
M004,Khoo Teck Puat Hospital,2025-01-09,P15,Lipton Iced Tea,Tea,6,8,0,Thursday,0,2
M004,Khoo Teck Puat Hospital,2025-02-15,P09,Fuze Tea,Tea,2,0,0,Saturday,0,1
M003,Singapore Management University,2025-02-17,P04,Fanta,Soda,6,4,0,Monday,0,2
M002,Orchard Road,2025-01-21,P04,Fanta,Soda,4,11,0,Tuesday,0,3
M002,Orchard Road,2025-01-14,P05,100Plus,Isotonic,8,0,0,Tuesday,0,2
M004,Khoo Teck Puat Hospital,2025-02-19,P01,Coca-Cola,Soda,2,4,0,Wednesday,0,2
M001,Changi Airport,2025-01-07,P14,Nestle Teh Tarik,Tea,8,11,0,Tuesday,0,1
M004,Khoo Teck Puat Hospital,2025-01-04,P14,Nestle Teh Tarik,Tea,4,1,0,Saturday,0,2
M001,Changi Airport,2025-01-12,P07,Yeo’s Grass Jelly,Herbal,7,6,0,Sunday,0,3
M002,Orchard Road,2025-01-24,P02,Pepsi,Soda,6,11,0,Friday,0,3
M001,Changi Airport,2025-01-27,P01,Coca-Cola,Soda,9,5,0,Monday,0,1
M004,Khoo Teck Puat Hospital,2025-02-01,P15,Lipton Iced Tea,Tea,4,13,0,Saturday,0,1
M005,East Coast Park,2025-02-13,P05,100Plus,Isotonic,3,2,1,Thursday,1,3
M003,Singapore Management University,2025-01-26,P13,Chrysanthemum Tea,Herbal,7,2,0,Sunday,1,1
M002,Orchard Road,2025-02-25,P01,Coca-Cola,Soda,5,8,0,Tuesday,0,3
M001,Changi Airport,2025-01-22,P10,Green Tea,Tea,6,6,0,Wednesday,1,1
M005,East Coast Park,2025-02-01,P03,Sprite,Soda,3,13,0,Saturday,0,1
M001,Changi Airport,2025-02-17,P15,Lipton Iced Tea,Tea,8,6,0,Monday,0,3
M005,East Coast Park,2025-02-15,P10,Green Tea,Tea,2,9,0,Saturday,0,3
M003,Singapore Management University,2025-02-26,P10,Green Tea,Tea,5,13,0,Wednesday,0,3
M001,Changi Airport,2025-01-03,P02,Pepsi,Soda,6,3,0,Friday,0,1
M002,Orchard Road,2025-01-03,P15,Lipton Iced Tea,Tea,9,8,1,Friday,1,3
M003,Singapore Management University,2025-02-05,P02,Pepsi,Soda,5,5,0,Wednesday,0,3
M003,Singapore Management University,2025-02-12,P07,Yeo’s Grass Jelly,Herbal,6,9,1,Wednesday,0,3
M002,Orchard Road,2025-02-08,P10,Green Tea,Tea,7,14,0,Saturday,0,1
M005,East Coast Park,2025-02-03,P06,Pokka Soursop,Juice,4,1,0,Monday,0,3
M001,Changi Airport,2025-02-18,P05,100Plus,Isotonic,9,13,0,Tuesday,0,2
M002,Orchard Road,2025-01-20,P08,Milo,Malt,7,0,0,Monday,1,3
M001,Changi Airport,2025-02-19,P15,Lipton Iced Tea,Tea,5,8,0,Wednesday,0,1
M004,Khoo Teck Puat Hospital,2025-02-17,P12,Nestea Iced Tea,Tea,6,2,1,Monday,0,1
M003,Singapore Management University,2025-02-17,P03,Sprite,Soda,5,5,0,Monday,0,1
M001,Changi Airport,2025-02-18,P13,Chrysanthemum Tea,Herbal,3,1,0,Tuesday,0,1
M005,East Coast Park,2025-02-11,P15,Lipton Iced Tea,Tea,4,10,0,Tuesday,0,2
M004,Khoo Teck Puat Hospital,2025-02-20,P04,Fanta,Soda,5,13,0,Thursday,0,3
M003,Singapore Management University,2025-01-09,P08,Milo,Malt,6,8,0,Thursday,1,1
M001,Changi Airport,2025-02-02,P15,Lipton Iced Tea,Tea,6,1,0,Sunday,0,2
M002,Orchard Road,2025-02-04,P12,Nestea Iced Tea,Tea,6,4,0,Tuesday,0,2
M003,Singapore Management University,2025-02-21,P12,Nestea Iced Tea,Tea,3,8,1,Friday,0,1
M001,Changi Airport,2025-02-08,P15,Lipton Iced Tea,Tea,9,11,0,Saturday,0,2
